pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,fare_amount
40.8,-73.97,40.83,-73.94,14
40.77,-73.95,40.79,-73.94,12
40.77,-73.97,40.77,-73.96,5
40.74,-74,40.75,-73.99,5.5
40.82,-73.95,40.8,-73.97,9.5
40.77,-73.89,40.75,-73.87,8.5
40.73,-73.99,40.73,-73.99,3
40.75,-74,40.75,-74,6.5
40.64,-73.78,40.65,-73.95,43
40.76,-73.99,40.76,-73.99,5.5
40.73,-73.98,40.7,-74.01,13
40.77,-74,40.74,-73.97,13
40.76,-73.99,40.75,-73.98,20
40.73,-73.99,40.72,-73.99,7
40.75,-73.94,40.77,-73.93,12
40.75,-74,40.75,-74,2.5
40.79,-73.94,40.8,-73.94,5.5
40.77,-73.96,40.76,-73.96,7
40.77,-74,40.77,-73.99,7
40.72,-73.99,40.7,-73.92,16
40.76,-73.98,40.76,-73.97,4.5
40.76,-73.95,40.7,-73.82,34
40.73,-73.99,40.73,-73.99,3.5
40.76,-73.97,40.76,-73.93,11.5
40.76,-73.98,40.74,-73.99,11.5
40.8,-73.94,40.8,-73.94,3
40.73,-74,40.74,-74,6.5
40.75,-73.98,40.72,-73.98,14.5
40.76,-73.99,40.72,-74,19
40.77,-73.97,40.78,-73.96,6.5
40.75,-73.99,40.77,-73.96,19.5
40.76,-73.97,40.76,-73.98,6.5
40.75,-73.98,40.74,-73.99,7.5
40.75,-73.99,40.75,-74,7.5
40.76,-73.96,40.77,-73.95,6
40.76,-73.98,40.74,-73.99,10.5
40.75,-73.98,40.75,-73.9,19.5
40.74,-73.92,40.75,-73.99,18.5
40.77,-73.99,40.74,-73.94,21
40.75,-73.91,40.73,-73.9,11.5
40.63,-74.02,40.62,-74.03,6.5
40.75,-73.99,40.71,-74.01,15.5
40.77,-73.95,40.79,-73.97,7.5
40.77,-73.99,40.62,-73.99,38.5
40.74,-74,40.74,-73.98,7
40.75,-73.98,40.76,-74,16
40.72,-73.99,40.73,-74.01,8.5
40.75,-73.99,40.75,-73.99,5
40.71,-74.01,40.73,-73.98,16
40.79,-73.98,40.77,-73.95,11
40.72,-73.99,40.8,-73.97,22.5
40.74,-74.01,40.75,-73.99,6
40.68,-73.97,40.64,-74.02,26.5
40.78,-73.95,40.8,-73.94,6
40.77,-73.98,40.76,-73.99,15
40.76,-73.98,40.75,-73.98,6.5
40.75,-73.99,40.78,-73.98,12.5
40.77,-73.98,40.76,-73.96,10.5
40.75,-73.98,40.74,-74,7.5
40.77,-73.98,40.76,-73.97,9
40.75,-73.97,40.77,-73.91,17.5
40.76,-73.99,40.76,-73.99,3.5
40.68,-73.89,40.68,-73.91,6
40.71,-74.01,40.71,-74.02,6
40.73,-73.99,40.73,-74.01,7.5
40.77,-73.99,40.75,-74,8.5
40.71,-73.92,40.7,-73.93,15
40.66,-74,40.68,-73.98,8.5
40.76,-73.97,40.81,-73.96,17
40.74,-73.98,40.77,-73.96,10
40.74,-74,40.74,-73.98,8.5
40.77,-73.98,40.75,-73.97,9
40.72,-73.99,40.75,-73.97,14.5
40.78,-73.98,40.76,-73.93,20.5
40.74,-74,40.74,-73.98,8.5
40.78,-73.94,40.79,-73.98,10
40.73,-74.01,40.72,-73.99,15
40.77,-73.87,40.74,-74,30
40.76,-74,40.68,-73.92,37.5
40.77,-73.98,40.76,-73.98,22.5
40.77,-73.93,40.77,-73.94,6
40.74,-73.98,40.74,-73.98,4.5
40.77,-73.99,40.79,-73.97,7
40.74,-73.98,40.75,-73.98,6
40.75,-73.99,40.74,-74,6.5
40.73,-73.99,40.73,-73.98,5
40.77,-73.93,40.77,-73.91,6.5
40.75,-73.98,40.76,-73.97,6.5
40.76,-73.97,40.78,-73.96,9.5
40.65,-73.78,40.63,-73.97,50.5
40.76,-73.97,40.75,-73.98,4
40.72,-74,40.73,-74,4.5
40.73,-74,40.73,-73.98,6.5
40.76,-73.98,40.75,-73.98,7.5
40.82,-73.85,40.86,-73.91,16.5
40.75,-73.97,40.67,-73.98,25.5
40.76,-73.99,40.84,-73.92,28.5
40.73,-74,40.77,-73.95,19
40.76,-73.99,40.71,-73.99,22.5
40.72,-74,40.74,-74.01,10
40.76,-73.97,40.78,-73.98,11
40.77,-73.98,40.76,-73.97,5
40.74,-73.88,40.75,-73.89,5.5
40.77,-73.98,40.76,-73.96,6
40.76,-73.97,40.74,-73.97,7
40.72,-73.95,40.71,-73.95,5
40.75,-73.99,40.74,-73.98,5
40.74,-73.98,40.8,-73.97,23
40.73,-73.99,40.72,-73.99,5.5
40.76,-73.96,40.77,-73.99,10
40.77,-73.99,40.73,-74,20
40.78,-73.95,40.77,-73.95,5.5
0,0,0,0,5.5
40.74,-74,40.74,-73.99,6
40.75,-73.98,40.73,-74.01,12
40.76,-73.99,40.8,-73.97,14
40.72,-73.99,40.67,-73.99,16.5
40.77,-73.95,40.77,-73.96,5
40.72,-73.99,40.72,-73.98,5.5
40.74,-73.98,40.75,-73.98,6.5
40.74,-73.98,40.72,-74.02,17.5
40.64,-73.78,40.66,-73.76,20
40.75,-73.98,40.74,-74,7
40.78,-73.96,40.78,-73.95,5.5
40.79,-73.97,40.82,-73.95,10
40.78,-73.98,40.78,-73.95,12.5
40.76,-73.98,40.76,-73.97,4
40.73,-73.99,40.75,-73.97,9.5
40.75,-73.98,40.75,-74,14
40.78,-73.98,40.65,-74.01,36
40.73,-73.99,40.74,-73.99,8.5
40.81,-73.96,40.78,-73.95,11.5
40.72,-73.99,40.73,-73.98,4.5
40.76,-73.98,40.75,-73.98,8.5
40.76,-73.87,40.76,-73.87,25
40.73,-73.99,40.75,-73.99,12
40.76,-73.99,40.76,-73.99,3
40.77,-73.98,40.76,-73.96,5
40.72,-73.99,40.72,-73.96,12.5
40.73,-74,40.73,-74,4.5
40.73,-73.99,40.75,-73.98,9
40.75,-73.99,40.78,-73.96,15.5
40.72,-74.01,40.68,-73.96,18.5
40.74,-73.98,40.72,-73.99,8.5
40.75,-74,40.75,-73.98,13
40.75,-73.99,40.78,-73.96,14.5
40.81,-73.95,40.81,-73.95,4.5
40.73,-73.99,40.76,-74,15
40.72,-73.99,40.71,-73.97,9
40.75,-73.99,40.72,-74,11
40.8,-73.96,40.75,-73.98,18
40.75,-73.98,40.77,-73.96,9
40.74,-73.98,40.71,-73.96,14
40.72,-73.99,40.76,-73.98,29
40.78,-73.98,40.58,-73.96,56.5
40.76,-73.98,40.76,-73.98,3
40.73,-74,40.75,-73.99,11.5
40.76,-73.97,40.7,-73.93,24
40.76,-74,40.76,-74,200
40.76,-74,40.76,-74,-200
40.64,-73.78,40.67,-73.78,14
40.72,-74,40.76,-73.96,16
40.75,-73.99,40.77,-73.92,22
40.75,-73.99,40.75,-73.98,7
40.75,-73.98,40.76,-73.97,10
40.74,-74.01,40.82,-73.96,19
40.77,-73.98,40.75,-73.99,18.5
40.73,-74,40.74,-74,4
40.72,-74.01,40.7,-74.01,6
40.74,-74,40.75,-73.99,6.5
40.72,-73.99,40.72,-73.96,11.5
40.74,-74,40.75,-74,10
40.76,-73.98,40.77,-73.99,7
40.75,-74,40.66,-74,27.5
40.74,-74,40.74,-74.01,6.5
40.8,-73.97,40.82,-73.93,20
40.76,-73.98,40.82,-73.94,24
40.72,-73.99,40.69,-73.99,12
40.77,-73.99,40.75,-73.99,16
40.75,-73.98,40.67,-73.95,34.5
40.73,-73.98,40.74,-74,5
40.73,-74,40.77,-73.99,16
40.8,-73.97,40.79,-73.97,4
40.78,-73.95,40.76,-73.96,7
40.77,-73.99,40.78,-73.96,11.5
40.71,-73.96,40.69,-73.92,13
40.76,-73.97,40.79,-73.97,11
40.76,-73.99,40.73,-74,20.5
40.77,-73.98,40.67,-73.84,51.5
40.76,-73.99,40.74,-74,6.5
40.77,-73.98,40.74,-73.98,8.5
40.77,-73.98,40.74,-73.98,12.5
40.74,-73.91,40.76,-73.97,14
40.72,-73.98,40.67,-73.99,18
40.75,-73.98,40.75,-73.98,4.5
40.75,-74,40.73,-74,6.5
40.76,-73.98,40.75,-73.97,7
40.76,-73.97,40.73,-74.01,19
40.74,-74.01,40.74,-74,7
40.72,-73.99,40.77,-73.95,17
40.77,-73.99,40.72,-73.99,19
40.77,-73.98,40.76,-73.99,16
40.72,-74,40.74,-73.98,9
40.73,-74,40.83,-74.12,38.5
40.73,-73.99,40.75,-73.98,7
40.81,-73.95,40.8,-73.95,6.5
40.74,-74,40.76,-74,10
40.76,-73.92,40.74,-73.9,13
40.73,-74,40.75,-73.98,14.5
0,0,40.81,-73.95,52
40.75,-74,40.76,-73.99,5.5
40.82,-73.94,40.82,-73.91,11
40.78,-73.95,40.79,-73.95,5
40.76,-73.97,40.76,-73.97,4.5
40.72,-74,40.69,-74,15
40.78,-73.98,40.79,-73.97,5.5
40.76,-73.98,40.76,-73.97,8
40.75,-73.98,40.81,-73.93,19.5
40.75,-73.99,40.72,-74,12.5
40.72,-73.99,40.73,-73.96,15.5
40.76,-73.98,40.75,-73.97,8.5
40.74,-74,40.77,-73.98,15
40.76,-73.97,40.75,-73.86,31
40.74,-74,40.76,-73.96,12.5
40.75,-73.98,40.91,-74.03,70
40.79,-73.97,40.83,-73.95,14.5
40.75,-74,40.79,-73.97,15
40.72,-73.99,40.79,-73.95,20
40.72,-73.98,40.75,-73.97,9.5
40.81,-73.91,40.81,-73.94,8.5
40.79,-73.98,40.77,-74,10
40.77,-73.98,40.76,-73.99,9.5
40.73,-73.98,40.68,-73.99,18
40.76,-73.97,40.76,-73.98,6
40.73,-74.01,40.75,-73.99,10
40.78,-73.98,40.77,-73.98,5
40.81,-73.94,40.8,-73.95,5.5
40.75,-73.97,40.74,-74,11.5
40.73,-73.99,40.76,-73.97,12
40.75,-73.99,40.75,-74,6
40.79,-73.95,40.77,-73.95,7
40.76,-73.97,40.76,-73.97,5.5
40.76,-73.96,40.75,-73.98,7.5
40.75,-73.98,40.72,-74,10
40.74,-74.01,40.75,-73.98,11.5
40.76,-73.98,40.71,-74.01,22.5
40.78,-73.95,40.8,-73.94,7
40.73,-73.99,40.73,-74,5.5
40.77,-73.99,40.75,-73.98,19.5
40.74,-74,40.74,-74.01,3
40.76,-73.98,40.76,-73.99,12.5
40.74,-74,40.73,-73.98,9
40.74,-73.99,40.74,-73.99,2.5
40.73,-73.98,40.72,-73.99,7.5
40.8,-73.97,40.78,-73.96,9.5
40.8,-73.95,40.81,-73.94,8
40.79,-73.97,40.87,-73.93,22
40.72,-73.98,40.61,-73.97,32
40.76,-73.99,40.61,-73.94,51.5
40.81,-73.96,40.83,-73.92,11.5
40.74,-74,40.77,-73.95,19.5
40.79,-73.97,40.81,-73.96,9
40.73,-73.98,40.74,-73.99,11
40.75,-73.97,40.72,-73.84,35.5
40.75,-73.98,40.72,-74,11
40.73,-74,40.73,-73.99,3.5
40.75,-73.94,40.76,-73.93,6.5
40.74,-74,40.75,-74,5.5
40.78,-73.96,40.73,-73.97,12
40.76,-73.97,40.81,-73.92,17
40.71,-74,40.73,-73.99,12
40.77,-73.98,40.85,-73.93,24
40.75,-73.99,40.72,-73.99,17
40.73,-74.01,40.73,-74.01,4.5
40.72,-73.99,40.72,-73.99,5.5
40.77,-73.98,40.76,-73.99,6.5
40.79,-73.96,40.73,-73.99,22
40.77,-73.98,40.75,-73.92,16.5
40.75,-73.99,40.74,-74,8
40.77,-73.95,40.72,-73.98,15
40.8,-73.94,40.74,-73.97,18
40.77,-73.98,40.75,-73.99,24
40.74,-74,40.74,-73.99,5
40.8,-73.96,40.8,-73.96,6.5
40.76,-73.98,40.77,-73.95,9.5
40.76,-74,40.76,-73.97,12.5
40.77,-73.96,40.76,-73.97,6
40.77,-73.96,40.78,-73.95,6
40.64,-73.78,40.69,-73.76,16
40.73,-74,40.76,-74,12.5
40.75,-73.98,40.75,-73.99,19
40.73,-74,40.72,-73.99,6.5
40.73,-74,40.73,-73.99,7
40.7,-73.99,40.76,-73.99,20.5
40.73,-73.99,40.73,-73.88,27
40.76,-73.97,40.75,-73.98,6.5
40.74,-74.01,40.75,-73.99,9.5
40.73,-73.99,40.75,-73.99,10
40.74,-73.99,40.73,-74,6.5
40.77,-73.98,40.76,-73.97,7
40.73,-73.99,40.72,-73.96,12.5
40.68,-73.99,40.65,-73.96,14
40.8,-73.96,40.74,-73.99,22
40.77,-73.98,40.75,-73.99,17.5
40.73,-74.01,40.75,-73.96,22.5
40.79,-73.98,40.78,-73.96,9.5
40.75,-73.98,40.76,-73.93,14.5
40.77,-73.98,40.75,-73.98,15.5
40.74,-74,40.73,-74.01,0
40.73,-73.99,40.71,-74.01,8
40.76,-74,40.78,-73.98,8.5
40.76,-73.99,40.79,-73.97,16.5
40.78,-73.96,40.73,-74.01,21
40.78,-73.95,40.78,-73.99,10
40.78,-73.96,40.76,-73.97,9.5
40.72,-74.01,40.74,-74,10
40.76,-73.98,40.76,-73.72,48
40.76,-73.97,40.77,-73.97,3.5
40.75,-73.99,40.76,-73.97,8.5
40.73,-73.99,40.75,-73.98,8.5
40.77,-73.98,40.75,-74,12
40.74,-74,40.74,-73.98,11.5
40.76,-73.94,40.77,-73.91,10
40.73,-74,40.79,-73.97,26
40.72,-73.99,40.72,-73.99,3
40.75,-74,40.76,-73.98,13.5
40.74,-73.98,40.77,-73.93,17.5
40.75,-74.01,40.75,-74,4
40.76,-73.97,40.75,-73.97,5.5
40.74,-74,40.73,-73.98,6
40.77,-73.92,40.75,-73.98,14.5
40.78,-73.95,40.78,-73.95,5
40.72,-73.99,40.71,-74.01,7.5
40.8,-73.96,40.8,-73.94,8.5
40.75,-74,40.75,-73.99,8.5
40.75,-74,40.78,-73.95,19
40.75,-73.98,40.76,-73.97,6
40.74,-74,40.86,-73.93,32
40.77,-73.98,40.77,-73.98,2.5
40.72,-73.99,40.76,-73.97,12.5
40.76,-73.97,40.76,-73.97,5.5
40.79,-73.94,40.68,-73.98,32.5
40.72,-74,40.87,-73.9,41.5
40.74,-73.99,40.75,-73.96,11.5
40.72,-73.94,40.67,-73.98,19
40.75,-73.99,40.73,-73.99,14.5
40.76,-73.96,40.78,-73.96,7
40.73,-73.99,40.75,-73.99,8.5
40.8,-73.96,40.8,-73.96,3
40.73,-74,40.71,-74.02,7.5
40.72,-73.99,40.75,-73.99,12
40.75,-73.98,40.76,-73.91,16.5
40.76,-73.99,40.73,-73.99,16.5
40.75,-73.98,40.76,-73.91,19.5
40.77,-73.96,40.77,-73.96,3
40.76,-73.98,40.76,-73.97,5
40.78,-73.95,40.8,-73.94,6.5
40.76,-73.98,40.82,-73.94,20
40.73,-73.99,40.72,-73.99,6
40.77,-73.95,40.75,-73.97,6.5
40.74,-73.98,40.77,-73.95,10.5
40.76,-73.98,40.78,-73.98,10.5
40.77,-73.96,40.82,-73.93,14
40.74,-73.98,40.74,-73.92,15
40.76,-73.97,40.77,-73.96,6
40.79,-73.98,40.79,-73.97,6
40.82,-73.94,40.75,-73.99,27
40.74,-74,40.73,-73.99,7.5
40.8,-73.94,40.82,-73.92,10
40.74,-74,40.76,-74,10
40.79,-73.94,40.8,-73.93,3.5
40.77,-73.98,40.76,-73.97,6
40.73,-73.99,40.75,-73.99,9.5
40.73,-73.95,40.68,-73.97,22
40.77,-73.98,40.76,-73.97,14
40.78,-73.98,40.81,-73.92,19
40.76,-73.97,40.76,-73.97,3.5
40.72,-74.01,40.74,-74,7
40.76,-73.97,40.77,-73.93,12
40.73,-73.99,40.75,-73.99,9
40.76,-73.96,40.85,-73.94,23.5
40.73,-74,40.69,-73.99,17.5
40.75,-73.97,40.67,-73.99,27.5
40.76,-73.98,40.75,-73.99,22.5
40.76,-73.96,40.79,-73.95,8.5
40.79,-73.98,40.8,-73.97,8
40.75,-73.99,40.74,-73.99,10
40.75,-73.93,40.75,-73.98,13.5
40.75,-73.99,40.78,-73.98,13.5
40.77,-73.98,40.76,-73.94,18.5
40.75,-74,40.74,-74,3.5
40.74,-74.01,40.73,-73.99,6.5
40.73,-74,40.72,-73.99,8
40.76,-73.97,40.77,-73.96,5.5
40.74,-74,40.73,-73.98,6.5
40.74,-73.98,40.76,-73.97,9
40.73,-74,40.74,-73.98,9.5
40.71,-74,40.71,-74,2.5
40.71,-74,40.71,-74,-2.5
40.77,-73.98,40.78,-73.97,7
40.75,-73.99,40.74,-73.97,6
40.76,-73.99,40.78,-73.9,35.5
40.74,-73.99,40.75,-73.99,5
40.76,-73.97,40.74,-73.91,14.5
40.86,-73.82,40.86,-73.9,21.5
40.82,-73.95,40.83,-73.95,4
40.77,-73.98,40.78,-73.95,12.5
40.76,-73.96,40.76,-73.97,6
40.78,-73.97,40.75,-73.98,15
40.77,-73.96,40.76,-73.96,4.5
40.72,-74.01,40.74,-73.99,11.5
40.79,-73.98,40.8,-73.94,17.5
40.76,-73.93,40.75,-73.94,4.5
40.68,-73.91,40.68,-73.92,3.5
40.76,-73.98,40.8,-73.97,15.5
40.76,-73.98,40.75,-73.99,17
40.74,-74.01,0,0,32.5
40.77,-73.96,40.77,-73.96,4
0,0,0,0,6
40.76,-73.97,40.77,-73.99,8
40.88,-73.86,40.81,-73.94,40.5
40.73,-74,40.71,-74.02,8.5
40.79,-73.97,40.76,-74,9
40.75,-74,40.72,-74.01,10.5
40.81,-73.95,40.85,-73.9,18.5
40.79,-73.96,40.78,-73.98,7
40.73,-74,40.76,-74,12.5
40.78,-73.98,40.78,-73.99,5
40.76,-73.97,40.78,-73.95,8.5
40.76,-73.98,40.76,-74,11.5
40.78,-73.98,40.79,-73.98,3.5
40.74,-73.98,40.71,-74.01,14
40.82,-73.96,40.82,-73.94,7
40.69,-73.95,40.68,-73.98,11.5
40.8,-73.94,40.75,-73.89,20.5
40.77,-73.96,40.82,-73.95,16.5
40.76,-73.97,40.76,-73.97,4
40.73,-73.99,40.73,-73.99,5.5
40.76,-73.97,40.74,-73.99,10
40.74,-73.98,40.8,-73.96,18.5
40.76,-73.97,40.78,-73.96,7.5
40.76,-73.96,40.72,-73.98,13.5
40.78,-73.95,40.78,-73.99,12.5
40.74,-73.98,40.76,-73.98,7.5
40.72,-73.99,40.75,-74,12
40.74,-74.01,40.8,-73.97,19
40.76,-73.97,40.73,-73.98,7.5
40.76,-73.97,40.77,-73.96,7
40.73,-73.99,40.74,-74,6.5
40.71,-74,40.75,-73.98,15
40.76,-73.99,40.76,-73.99,6
40.78,-73.98,40.76,-73.99,8.5
40.75,-73.97,40.73,-73.98,13.5
40.75,-73.98,40.74,-74.01,14
40.72,-73.95,40.73,-73.96,6.5
40.8,-73.97,40.76,-73.99,13
40.75,-73.99,40.75,-73.99,7
40.74,-74.01,40.76,-73.99,22.5
40.73,-73.98,40.77,-73.99,16.5
40.78,-73.95,40.78,-73.96,4
40.81,-73.96,40.82,-73.95,9
40.75,-73.99,40.75,-73.97,8.5
40.73,-73.99,40.74,-73.98,9
40.76,-73.98,40.71,-74.01,18.5
40.78,-73.98,40.75,-73.98,23
40.76,-73.98,40.76,-73.97,4
40.75,-73.98,40.72,-73.99,12
40.74,-73.98,40.78,-73.95,14
40.74,-74,40.79,-73.97,17
40.75,-73.97,40.75,-73.97,3.5
40.77,-73.98,40.8,-73.96,9.5
40.76,-73.97,40.76,-73.92,13
40.76,-73.98,40.76,-73.98,2.5
40.76,-73.97,40.76,-73.98,6
40.78,-73.96,40.76,-73.98,11.5
40.76,-73.98,40.75,-73.98,13
40.75,-74,40.78,-73.95,19.5
40.72,-74,40.72,-73.99,5
40.77,-73.99,40.74,-73.99,12
40.78,-73.98,40.77,-73.99,5.5
40.75,-73.98,40.71,-74.01,13
40.77,-73.96,40.75,-73.98,11.5
40.77,-73.95,40.84,-73.95,23.5
40.75,-73.98,40.77,-73.98,18.5
40.69,-73.97,40.68,-73.98,7.5
40.77,-73.95,40.79,-73.98,8.5
40.72,-74.01,40.75,-73.99,12
40.77,-73.96,40.76,-73.96,5.5
40.75,-74,40.74,-74,5.5
40.75,-73.98,40.71,-74.01,13.5
40.78,-73.96,40.75,-73.99,17.5
40.75,-73.99,40.75,-73.99,5
40.74,-73.98,40.76,-73.93,14
40.76,-73.97,40.74,-74,21
40.77,-73.99,40.77,-73.99,5.5
40.78,-73.96,40.76,-73.96,7.5
40.77,-73.97,40.74,-73.89,16.5
40.74,-74.01,40.74,-74.01,5.5
40.75,-73.97,40.74,-73.98,4.5
40.74,-74,40.75,-74,5.5
40.76,-73.97,40.77,-73.97,6
40.75,-73.99,40.75,-73.98,5
40.86,-73.91,40.82,-73.94,14
40.73,-74.01,40.75,-73.99,14
40.75,-73.94,40.76,-73.93,8
40.75,-73.99,40.74,-73.98,6.5
40.75,-73.98,40.78,-73.95,10.5
40.72,-73.99,40.68,-73.96,14.5
40.77,-74,40.76,-73.96,12
40.76,-73.96,40.78,-73.95,6.5
40.74,-73.98,40.74,-74.01,9
40.74,-74,40.76,-74,6.5
40.75,-73.98,40.68,-73.97,24.5
40.77,-73.97,40.77,-73.97,3.5
40.77,-73.96,40.76,-73.97,6
40.75,-73.98,40.78,-73.96,9
40.77,-73.96,40.79,-73.95,5
40.74,-74.01,40.75,-73.99,12.5
40.76,-73.98,40.71,-74.01,24
40.75,-73.98,40.76,-74,17.5
40.73,-74,40.73,-74,2.5
0,0,40.74,-74.01,7.5
40.76,-73.99,40.76,-73.97,12.5
40.75,-73.98,40.76,-73.99,21.5
40.72,-73.99,40.75,-73.98,9
40.75,-74.01,40.75,-73.89,33
40.77,-73.99,40.73,-73.9,27.5
40.76,-73.97,40.77,-73.98,5.5
40.74,-73.99,40.78,-73.95,16
40.76,-73.97,40.73,-73.99,9
40.75,-73.98,40.8,-73.97,18
40.75,-73.98,40.76,-73.9,22
40.72,-74,40.73,-74.01,4.5
40.77,-73.97,40.78,-73.97,7
40.7,-74.01,40.7,-73.99,10.5
40.75,-73.99,40.74,-74,10.5
40.76,-73.98,40.64,-74.08,59.5
40.73,-74,40.73,-74,5.5
40.77,-73.98,40.76,-73.97,8
40.77,-73.87,40.73,-73.88,17
40.75,-73.98,40.77,-73.98,11
40.78,-73.98,40.79,-73.97,5.5
40.77,-73.98,40.75,-73.97,8
40.77,-73.99,40.77,-73.98,6
40.74,-73.99,40.75,-73.98,8.5
40.75,-74,40.77,-73.98,10.5
40.75,-73.98,40.7,-74.01,19
40.78,-73.98,40.79,-73.97,4.5
40.74,-73.99,40.75,-74.01,7
40.84,-73.94,40.85,-73.93,7
40.74,-73.99,40.74,-73.98,8.5
40.74,-73.99,40.78,-73.95,16
40.71,-74.01,40.77,-73.97,25.5
40.75,-73.91,40.76,-73.92,4.5
40.81,-73.96,40.79,-73.97,5.5
40.75,-73.9,40.74,-73.92,7.5
40.72,-74,40.75,-73.99,16.5
40.73,-73.99,40.75,-73.86,30
40.77,-73.98,40.74,-74,19
40.79,-73.97,40.8,-73.97,6.5
40.75,-73.98,40.73,-73.99,6.5
40.74,-73.98,40.75,-73.99,6.5
40.77,-73.98,40.75,-73.98,9.5
40.77,-73.98,40.76,-73.97,9
40.78,-73.95,40.81,-73.91,20.5
40.78,-73.95,40.77,-73.96,5.5
40.77,-73.96,40.8,-73.91,14
0,0,0,0,16
0,0,0,0,7
40.73,-74,40.72,-73.98,9
40.76,-73.98,40.79,-73.97,12
40.79,-73.98,40.76,-73.96,12
40.75,-74,40.72,-73.97,20.5
40.74,-73.99,40.76,-73.96,9.5
40.76,-73.99,40.72,-74.01,17.5
40.72,-73.99,40.72,-73.99,3.5
40.7,-73.99,40.65,-73.97,18
40.77,-73.98,40.86,-73.85,45
40.82,-73.89,40.82,-73.89,2.5
40.76,-73.98,40.77,-73.96,8
40.68,-73.98,40.71,-73.94,20
40.74,-74.01,40.75,-73.98,12
40.78,-73.95,40.75,-73.97,11.5
40.76,-73.98,40.79,-73.8,42.5
40.76,-73.98,40.73,-73.99,13.5
40.72,-74,40.73,-73.96,17.5
40.74,-74,40.75,-73.88,27
40.72,-74.01,40.75,-74,10.5
40.75,-73.99,40.71,-74.01,16
40.77,-73.99,40.73,-73.98,23.5
40.77,-73.95,40.77,-73.95,5
40.74,-74,40.75,-74,5
40.78,-73.96,40.76,-73.97,6
40.72,-74,40.67,-73.99,14
40.81,-73.94,40.8,-73.94,6.5
40.76,-73.98,40.75,-73.96,11.5
40.74,-73.98,40.74,-74.01,9.5
40.76,-73.99,40.76,-73.97,13
40.76,-73.97,40.75,-73.98,5
40.74,-73.99,40.75,-73.97,6.5
40.79,-73.97,40.78,-73.95,8.5
40.76,-73.98,40.76,-73.98,2.5
40.79,-73.98,40.78,-73.98,5.5
40.74,-74,40.73,-73.99,5
40.76,-73.98,40.76,-73.97,7
40.74,-73.99,40.75,-73.97,9
40.76,-73.98,40.7,-73.93,28
40.8,-73.97,40.83,-73.94,11
40.79,-73.97,40.81,-73.94,15.5
40.73,-74,40.71,-73.96,22.5
40.76,-73.98,40.85,-73.94,30
40.76,-73.97,40.58,-73.95,57
40.76,-73.98,40.76,-73.98,2.5
40.72,-73.99,40.78,-73.95,14
40.77,-73.98,40.75,-73.98,14.5
40.75,-73.99,40.74,-74.01,8.5
40.74,-74,40.9,-73.86,44
40.79,-73.97,40.8,-73.97,6.5
40.79,-73.98,40.78,-73.99,6.5
40.77,-73.96,40.79,-73.98,9
40.76,-73.99,40.71,-74.01,19.5
40.75,-73.97,40.74,-73.98,6.5
40.77,-73.99,40.8,-73.97,10.5
40.8,-73.94,40.8,-73.95,4.5
40.74,-74,40.74,-73.99,5.5
40.78,-73.95,40.75,-73.97,9
40.77,-73.98,40.76,-74,7.5
40.77,-73.91,40.77,-73.91,0.01
40.74,-74.01,40.75,-73.98,16
40.7,-74.02,40.71,-74.01,6
40.76,-73.99,40.76,-73.99,8
40.79,-73.95,40.82,-73.94,12
40.76,-73.97,40.75,-73.99,11
40.76,-74,40.72,-73.99,16.5
40.76,-73.97,40.76,-73.96,4.5
40.71,-74,40.72,-74,5.5
40.73,-74,40.74,-73.99,5
40.77,-73.98,40.77,-73.96,7
40.74,-74.01,40.75,-73.99,9.5
40.74,-74,40.77,-73.95,17
0,0,0,0,15
40.73,-73.99,40.75,-73.99,11
40.76,-74,40.77,-73.95,15
40.76,-74,40.75,-74.01,7.5
40.74,-73.97,40.75,-73.99,8
40.8,-73.96,40.81,-73.94,10
40.78,-73.95,40.77,-73.93,16.5
40.79,-73.95,40.77,-73.99,13.5
40.77,-73.99,40.76,-74,8.5
40.77,-74,40.75,-73.99,10
40.75,-73.98,40.79,-73.94,14
40.78,-73.98,40.8,-73.97,8
40.74,-73.97,40.74,-73.98,7.5
40.79,-73.98,40.77,-73.96,8.5
40.76,-73.97,40.75,-73.97,6
40.77,-73.97,40.76,-73.96,7
40.75,-73.98,40.73,-73.99,9
40.71,-74.01,40.73,-73.87,30.5
40.74,-74.01,40.86,-73.89,40.5
40.76,-73.97,40.78,-73.96,6.5
40.74,-74,40.74,-73.98,7.5
40.72,-74,40.77,-73.97,15.5
40.74,-73.99,40.74,-73.98,4.5
40.81,-73.95,40.81,-73.94,4.5
40.77,-73.99,40.77,-74,4.5
40.74,-74,40.74,-74,7
40.72,-74,40.75,-73.99,13
40.76,-73.98,40.78,-73.96,7
40.73,-73.94,40.71,-73.94,9
40.65,-73.78,40.69,-73.83,19.5
40.77,-73.99,40.75,-73.98,11
40.75,-74,40.72,-73.99,13
40.76,-74,40.71,-74.01,16.5
40.73,-73.99,40.72,-74.01,14
40.77,-73.98,40.71,-74.02,29.5
40.77,-73.97,40.76,-73.96,6
40.76,-73.99,40.72,-74.01,17
40.64,-73.78,40.63,-73.91,30.5
40.75,-73.98,40.75,-73.98,3.5
40.73,-73.99,40.74,-74,4.5
40.73,-73.99,40.72,-73.98,5.5
40.8,-73.97,40.78,-73.98,7.5
40.74,-73.99,40.76,-73.97,9.5
